id,framework_code,version_number,control_number,domain_code,domain_name_en,title_en,title_ar,requirement_en,requirement_ar,objective_en,control_type,control_category,maturity_level,priority,is_mandatory,testing_frequency,status
698,CMA-CG,2022,5.5,5,Audit,Audit - Control 5,Audit - ضابط 5,The organization shall implement audit controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Audit لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective audit practices,detective,technical,1,critical,True,annually,active
699,CMA-CG,2022,6.5,6,ESG,ESG - Control 5,ESG - ضابط 5,The organization shall implement esg controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط ESG لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective esg practices,corrective,operational,2,high,True,quarterly,active
700,CMA-CG,2022,1.6,1,Board,Board - Control 6,Board - ضابط 6,The organization shall implement board controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Board لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective board practices,preventive,administrative,3,medium,True,monthly,active
701,CMA-CG,2022,2.6,2,Committees,Committees - Control 6,Committees - ضابط 6,The organization shall implement committees controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Committees لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective committees practices,detective,technical,4,low,True,continuous,active
702,CMA-CG,2022,3.6,3,Disclosure,Disclosure - Control 6,Disclosure - ضابط 6,The organization shall implement disclosure controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Disclosure لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective disclosure practices,corrective,operational,1,critical,True,annually,active
703,CMA-CG,2022,4.6,4,Shareholders,Shareholders - Control 6,Shareholders - ضابط 6,The organization shall implement shareholders controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Shareholders لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective shareholders practices,preventive,administrative,2,high,True,quarterly,active
704,CMA-CG,2022,5.6,5,Audit,Audit - Control 6,Audit - ضابط 6,The organization shall implement audit controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Audit لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective audit practices,detective,technical,3,medium,True,monthly,active
705,CMA-CG,2022,6.6,6,ESG,ESG - Control 6,ESG - ضابط 6,The organization shall implement esg controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط ESG لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective esg practices,corrective,operational,4,low,True,continuous,active
706,CMA-CG,2022,1.7,1,Board,Board - Control 7,Board - ضابط 7,The organization shall implement board controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Board لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective board practices,preventive,administrative,1,critical,True,annually,active
707,CMA-CG,2022,2.7,2,Committees,Committees - Control 7,Committees - ضابط 7,The organization shall implement committees controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Committees لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective committees practices,detective,technical,2,high,True,quarterly,active
708,CMA-CG,2022,3.7,3,Disclosure,Disclosure - Control 7,Disclosure - ضابط 7,The organization shall implement disclosure controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Disclosure لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective disclosure practices,corrective,operational,3,medium,True,monthly,active
709,CMA-CG,2022,4.7,4,Shareholders,Shareholders - Control 7,Shareholders - ضابط 7,The organization shall implement shareholders controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Shareholders لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective shareholders practices,preventive,administrative,4,low,True,continuous,active
710,CMA-CG,2022,5.7,5,Audit,Audit - Control 7,Audit - ضابط 7,The organization shall implement audit controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Audit لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective audit practices,detective,technical,1,critical,True,annually,active
711,CMA-CG,2022,6.7,6,ESG,ESG - Control 7,ESG - ضابط 7,The organization shall implement esg controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط ESG لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective esg practices,corrective,operational,2,high,True,quarterly,active
712,CMA-CG,2022,1.8,1,Board,Board - Control 8,Board - ضابط 8,The organization shall implement board controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Board لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective board practices,preventive,administrative,3,medium,True,monthly,active
713,CMA-CG,2022,2.8,2,Committees,Committees - Control 8,Committees - ضابط 8,The organization shall implement committees controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Committees لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective committees practices,detective,technical,4,low,True,continuous,active
714,CMA-CG,2022,3.8,3,Disclosure,Disclosure - Control 8,Disclosure - ضابط 8,The organization shall implement disclosure controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Disclosure لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective disclosure practices,corrective,operational,1,critical,True,annually,active
715,CMA-CG,2022,4.8,4,Shareholders,Shareholders - Control 8,Shareholders - ضابط 8,The organization shall implement shareholders controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Shareholders لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective shareholders practices,preventive,administrative,2,high,True,quarterly,active
716,CMA-CG,2022,5.8,5,Audit,Audit - Control 8,Audit - ضابط 8,The organization shall implement audit controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Audit لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective audit practices,detective,technical,3,medium,True,monthly,active
717,CMA-CG,2022,6.8,6,ESG,ESG - Control 8,ESG - ضابط 8,The organization shall implement esg controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط ESG لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective esg practices,corrective,operational,4,low,True,continuous,active
718,CMA-CG,2022,1.9,1,Board,Board - Control 9,Board - ضابط 9,The organization shall implement board controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Board لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective board practices,preventive,administrative,1,critical,True,annually,active
719,CMA-CG,2022,2.9,2,Committees,Committees - Control 9,Committees - ضابط 9,The organization shall implement committees controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Committees لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective committees practices,detective,technical,2,high,True,quarterly,active
720,CMA-CG,2022,3.9,3,Disclosure,Disclosure - Control 9,Disclosure - ضابط 9,The organization shall implement disclosure controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Disclosure لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective disclosure practices,corrective,operational,3,medium,True,monthly,active
721,CMA-CG,2022,4.9,4,Shareholders,Shareholders - Control 9,Shareholders - ضابط 9,The organization shall implement shareholders controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Shareholders لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective shareholders practices,preventive,administrative,4,low,True,continuous,active
722,CMA-CG,2022,5.9,5,Audit,Audit - Control 9,Audit - ضابط 9,The organization shall implement audit controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Audit لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective audit practices,detective,technical,1,critical,True,annually,active
723,CMA-CG,2022,6.9,6,ESG,ESG - Control 9,ESG - ضابط 9,The organization shall implement esg controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط ESG لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective esg practices,corrective,operational,2,high,True,quarterly,active
724,CMA-CG,2022,1.10,1,Board,Board - Control 10,Board - ضابط 10,The organization shall implement board controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Board لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective board practices,preventive,administrative,3,medium,True,monthly,active
725,CMA-CG,2022,2.10,2,Committees,Committees - Control 10,Committees - ضابط 10,The organization shall implement committees controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Committees لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective committees practices,detective,technical,4,low,True,continuous,active
726,CMA-CG,2022,3.10,3,Disclosure,Disclosure - Control 10,Disclosure - ضابط 10,The organization shall implement disclosure controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Disclosure لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective disclosure practices,corrective,operational,1,critical,True,annually,active
727,CMA-CG,2022,4.10,4,Shareholders,Shareholders - Control 10,Shareholders - ضابط 10,The organization shall implement shareholders controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Shareholders لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective shareholders practices,preventive,administrative,2,high,True,quarterly,active
728,CMA-CG,2022,5.10,5,Audit,Audit - Control 10,Audit - ضابط 10,The organization shall implement audit controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Audit لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective audit practices,detective,technical,3,medium,True,monthly,active
729,CMA-CG,2022,6.10,6,ESG,ESG - Control 10,ESG - ضابط 10,The organization shall implement esg controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط ESG لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective esg practices,corrective,operational,4,low,True,continuous,active
730,CMA-CG,2022,1.11,1,Board,Board - Control 11,Board - ضابط 11,The organization shall implement board controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Board لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective board practices,preventive,administrative,1,critical,True,annually,active
731,CMA-CG,2022,2.11,2,Committees,Committees - Control 11,Committees - ضابط 11,The organization shall implement committees controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Committees لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective committees practices,detective,technical,2,high,True,quarterly,active
732,CMA-CG,2022,3.11,3,Disclosure,Disclosure - Control 11,Disclosure - ضابط 11,The organization shall implement disclosure controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Disclosure لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective disclosure practices,corrective,operational,3,medium,True,monthly,active
733,CMA-CG,2022,4.11,4,Shareholders,Shareholders - Control 11,Shareholders - ضابط 11,The organization shall implement shareholders controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Shareholders لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective shareholders practices,preventive,administrative,4,low,True,continuous,active
734,CMA-CG,2022,5.11,5,Audit,Audit - Control 11,Audit - ضابط 11,The organization shall implement audit controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Audit لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective audit practices,detective,technical,1,critical,True,annually,active
735,CMA-CG,2022,6.11,6,ESG,ESG - Control 11,ESG - ضابط 11,The organization shall implement esg controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط ESG لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective esg practices,corrective,operational,2,high,True,quarterly,active
736,CMA-CG,2022,1.12,1,Board,Board - Control 12,Board - ضابط 12,The organization shall implement board controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Board لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective board practices,preventive,administrative,3,medium,True,monthly,active
737,CMA-CG,2022,2.12,2,Committees,Committees - Control 12,Committees - ضابط 12,The organization shall implement committees controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Committees لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective committees practices,detective,technical,4,low,True,continuous,active
738,CMA-CG,2022,3.12,3,Disclosure,Disclosure - Control 12,Disclosure - ضابط 12,The organization shall implement disclosure controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Disclosure لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective disclosure practices,corrective,operational,1,critical,True,annually,active
739,CMA-CG,2022,4.12,4,Shareholders,Shareholders - Control 12,Shareholders - ضابط 12,The organization shall implement shareholders controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Shareholders لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective shareholders practices,preventive,administrative,2,high,True,quarterly,active
740,CMA-CG,2022,5.12,5,Audit,Audit - Control 12,Audit - ضابط 12,The organization shall implement audit controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Audit لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective audit practices,detective,technical,3,medium,True,monthly,active
741,CMA-CG,2022,6.12,6,ESG,ESG - Control 12,ESG - ضابط 12,The organization shall implement esg controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط ESG لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective esg practices,corrective,operational,4,low,True,continuous,active
742,CMA-CG,2022,1.13,1,Board,Board - Control 13,Board - ضابط 13,The organization shall implement board controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Board لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective board practices,preventive,administrative,1,critical,True,annually,active
743,CMA-CG,2022,2.13,2,Committees,Committees - Control 13,Committees - ضابط 13,The organization shall implement committees controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Committees لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective committees practices,detective,technical,2,high,True,quarterly,active
744,CMA-CG,2022,3.13,3,Disclosure,Disclosure - Control 13,Disclosure - ضابط 13,The organization shall implement disclosure controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Disclosure لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective disclosure practices,corrective,operational,3,medium,True,monthly,active
745,CMA-CG,2022,4.13,4,Shareholders,Shareholders - Control 13,Shareholders - ضابط 13,The organization shall implement shareholders controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Shareholders لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective shareholders practices,preventive,administrative,4,low,True,continuous,active
746,CMA-CG,2022,5.13,5,Audit,Audit - Control 13,Audit - ضابط 13,The organization shall implement audit controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Audit لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective audit practices,detective,technical,1,critical,True,annually,active
747,CMA-CG,2022,6.13,6,ESG,ESG - Control 13,ESG - ضابط 13,The organization shall implement esg controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط ESG لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective esg practices,corrective,operational,2,high,True,quarterly,active
748,CMA-CG,2022,1.14,1,Board,Board - Control 14,Board - ضابط 14,The organization shall implement board controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Board لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective board practices,preventive,administrative,3,medium,True,monthly,active
749,CMA-CG,2022,2.14,2,Committees,Committees - Control 14,Committees - ضابط 14,The organization shall implement committees controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Committees لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective committees practices,detective,technical,4,low,True,continuous,active
750,CMA-CG,2022,3.14,3,Disclosure,Disclosure - Control 14,Disclosure - ضابط 14,The organization shall implement disclosure controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Disclosure لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective disclosure practices,corrective,operational,1,critical,True,annually,active
751,CMA-CG,2022,4.14,4,Shareholders,Shareholders - Control 14,Shareholders - ضابط 14,The organization shall implement shareholders controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Shareholders لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective shareholders practices,preventive,administrative,2,high,True,quarterly,active
752,CMA-CG,2022,5.14,5,Audit,Audit - Control 14,Audit - ضابط 14,The organization shall implement audit controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Audit لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective audit practices,detective,technical,3,medium,True,monthly,active
753,CMA-CG,2022,6.14,6,ESG,ESG - Control 14,ESG - ضابط 14,The organization shall implement esg controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط ESG لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective esg practices,corrective,operational,4,low,True,continuous,active
754,CMA-CG,2022,1.15,1,Board,Board - Control 15,Board - ضابط 15,The organization shall implement board controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Board لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective board practices,preventive,administrative,1,critical,True,annually,active
755,CMA-CG,2022,2.15,2,Committees,Committees - Control 15,Committees - ضابط 15,The organization shall implement committees controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Committees لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective committees practices,detective,technical,2,high,True,quarterly,active
756,CMA-CG,2022,3.15,3,Disclosure,Disclosure - Control 15,Disclosure - ضابط 15,The organization shall implement disclosure controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Disclosure لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective disclosure practices,corrective,operational,3,medium,True,monthly,active
757,CMA-CG,2022,4.15,4,Shareholders,Shareholders - Control 15,Shareholders - ضابط 15,The organization shall implement shareholders controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Shareholders لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective shareholders practices,preventive,administrative,4,low,True,continuous,active
758,CMA-CG,2022,5.15,5,Audit,Audit - Control 15,Audit - ضابط 15,The organization shall implement audit controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Audit لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective audit practices,detective,technical,1,critical,True,annually,active
759,CMA-CG,2022,6.15,6,ESG,ESG - Control 15,ESG - ضابط 15,The organization shall implement esg controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط ESG لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective esg practices,corrective,operational,2,high,True,quarterly,active
760,CMA-CG,2022,1.16,1,Board,Board - Control 16,Board - ضابط 16,The organization shall implement board controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Board لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective board practices,preventive,administrative,3,medium,True,monthly,active
761,CMA-CG,2022,2.16,2,Committees,Committees - Control 16,Committees - ضابط 16,The organization shall implement committees controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Committees لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective committees practices,detective,technical,4,low,True,continuous,active
762,CMA-CG,2022,3.16,3,Disclosure,Disclosure - Control 16,Disclosure - ضابط 16,The organization shall implement disclosure controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Disclosure لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective disclosure practices,corrective,operational,1,critical,True,annually,active
763,CMA-CG,2022,4.16,4,Shareholders,Shareholders - Control 16,Shareholders - ضابط 16,The organization shall implement shareholders controls to ensure compliance with Corporate Governance Regulations requirements.,يجب على المنظمة تطبيق ضوابط Shareholders لضمان الامتثال لمتطلبات لائحة حوكمة الشركات,To establish effective shareholders practices,preventive,administrative,2,high,True,quarterly,active
764,ZATCA-EINV,2.0,1.1,1,Generation,Generation - Control 1,Generation - ضابط 1,The organization shall implement generation controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Generation لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective generation practices,preventive,administrative,1,critical,True,annually,active
765,ZATCA-EINV,2.0,2.1,2,Integration,Integration - Control 1,Integration - ضابط 1,The organization shall implement integration controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Integration لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective integration practices,detective,technical,2,high,True,quarterly,active
766,ZATCA-EINV,2.0,3.1,3,Compliance,Compliance - Control 1,Compliance - ضابط 1,The organization shall implement compliance controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective compliance practices,corrective,operational,3,medium,True,monthly,active
767,ZATCA-EINV,2.0,4.1,4,Reporting,Reporting - Control 1,Reporting - ضابط 1,The organization shall implement reporting controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective reporting practices,preventive,administrative,4,low,True,continuous,active
768,ZATCA-EINV,2.0,1.2,1,Generation,Generation - Control 2,Generation - ضابط 2,The organization shall implement generation controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Generation لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective generation practices,detective,technical,1,critical,True,annually,active
769,ZATCA-EINV,2.0,2.2,2,Integration,Integration - Control 2,Integration - ضابط 2,The organization shall implement integration controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Integration لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective integration practices,corrective,operational,2,high,True,quarterly,active
770,ZATCA-EINV,2.0,3.2,3,Compliance,Compliance - Control 2,Compliance - ضابط 2,The organization shall implement compliance controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective compliance practices,preventive,administrative,3,medium,True,monthly,active
771,ZATCA-EINV,2.0,4.2,4,Reporting,Reporting - Control 2,Reporting - ضابط 2,The organization shall implement reporting controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective reporting practices,detective,technical,4,low,True,continuous,active
772,ZATCA-EINV,2.0,1.3,1,Generation,Generation - Control 3,Generation - ضابط 3,The organization shall implement generation controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Generation لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective generation practices,corrective,operational,1,critical,True,annually,active
773,ZATCA-EINV,2.0,2.3,2,Integration,Integration - Control 3,Integration - ضابط 3,The organization shall implement integration controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Integration لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective integration practices,preventive,administrative,2,high,True,quarterly,active
774,ZATCA-EINV,2.0,3.3,3,Compliance,Compliance - Control 3,Compliance - ضابط 3,The organization shall implement compliance controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective compliance practices,detective,technical,3,medium,True,monthly,active
775,ZATCA-EINV,2.0,4.3,4,Reporting,Reporting - Control 3,Reporting - ضابط 3,The organization shall implement reporting controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective reporting practices,corrective,operational,4,low,True,continuous,active
776,ZATCA-EINV,2.0,1.4,1,Generation,Generation - Control 4,Generation - ضابط 4,The organization shall implement generation controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Generation لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective generation practices,preventive,administrative,1,critical,True,annually,active
777,ZATCA-EINV,2.0,2.4,2,Integration,Integration - Control 4,Integration - ضابط 4,The organization shall implement integration controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Integration لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective integration practices,detective,technical,2,high,True,quarterly,active
778,ZATCA-EINV,2.0,3.4,3,Compliance,Compliance - Control 4,Compliance - ضابط 4,The organization shall implement compliance controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective compliance practices,corrective,operational,3,medium,True,monthly,active
779,ZATCA-EINV,2.0,4.4,4,Reporting,Reporting - Control 4,Reporting - ضابط 4,The organization shall implement reporting controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective reporting practices,preventive,administrative,4,low,True,continuous,active
780,ZATCA-EINV,2.0,1.5,1,Generation,Generation - Control 5,Generation - ضابط 5,The organization shall implement generation controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Generation لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective generation practices,detective,technical,1,critical,True,annually,active
781,ZATCA-EINV,2.0,2.5,2,Integration,Integration - Control 5,Integration - ضابط 5,The organization shall implement integration controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Integration لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective integration practices,corrective,operational,2,high,True,quarterly,active
782,ZATCA-EINV,2.0,3.5,3,Compliance,Compliance - Control 5,Compliance - ضابط 5,The organization shall implement compliance controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective compliance practices,preventive,administrative,3,medium,True,monthly,active
