lifecycle_id,mapping_id,control_id,framework_code,control_number,evidence_type_code,stage_code,stage_name_en,stage_name_ar,stage_order,duration_days,responsible_role,is_active_stage
1782,149,41,NCA-ECC,2-5-4,LOG,STORE,Storage,التخزين,6,1,GRC Platform,True
1783,149,41,NCA-ECC,2-5-4,LOG,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1784,149,41,NCA-ECC,2-5-4,LOG,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1785,149,41,NCA-ECC,2-5-4,LOG,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1786,149,41,NCA-ECC,2-5-4,LOG,RETAIN,Retention,الاحتفاظ,10,360,Records Manager,True
1787,149,41,NCA-ECC,2-5-4,LOG,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1788,149,41,NCA-ECC,2-5-4,LOG,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1789,150,41,NCA-ECC,2-5-4,REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1790,150,41,NCA-ECC,2-5-4,REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
1791,150,41,NCA-ECC,2-5-4,REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1792,150,41,NCA-ECC,2-5-4,REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1793,150,41,NCA-ECC,2-5-4,REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1794,150,41,NCA-ECC,2-5-4,REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
1795,150,41,NCA-ECC,2-5-4,REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1796,150,41,NCA-ECC,2-5-4,REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1797,150,41,NCA-ECC,2-5-4,REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1798,150,41,NCA-ECC,2-5-4,REPORT,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
1799,150,41,NCA-ECC,2-5-4,REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1800,150,41,NCA-ECC,2-5-4,REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1801,151,41,NCA-ECC,2-5-4,SCAN_REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1802,151,41,NCA-ECC,2-5-4,SCAN_REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
1803,151,41,NCA-ECC,2-5-4,SCAN_REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1804,151,41,NCA-ECC,2-5-4,SCAN_REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1805,151,41,NCA-ECC,2-5-4,SCAN_REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1806,151,41,NCA-ECC,2-5-4,SCAN_REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
1807,151,41,NCA-ECC,2-5-4,SCAN_REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1808,151,41,NCA-ECC,2-5-4,SCAN_REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1809,151,41,NCA-ECC,2-5-4,SCAN_REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1810,151,41,NCA-ECC,2-5-4,SCAN_REPORT,RETAIN,Retention,الاحتفاظ,10,720,Records Manager,True
1811,151,41,NCA-ECC,2-5-4,SCAN_REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1812,151,41,NCA-ECC,2-5-4,SCAN_REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1813,152,42,NCA-ECC,2-6-1,CONFIGURATION,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1814,152,42,NCA-ECC,2-6-1,CONFIGURATION,PLAN,Planning,التخطيط,2,7,Control Owner,False
1815,152,42,NCA-ECC,2-6-1,CONFIGURATION,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1816,152,42,NCA-ECC,2-6-1,CONFIGURATION,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1817,152,42,NCA-ECC,2-6-1,CONFIGURATION,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1818,152,42,NCA-ECC,2-6-1,CONFIGURATION,STORE,Storage,التخزين,6,1,GRC Platform,True
1819,152,42,NCA-ECC,2-6-1,CONFIGURATION,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1820,152,42,NCA-ECC,2-6-1,CONFIGURATION,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1821,152,42,NCA-ECC,2-6-1,CONFIGURATION,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1822,152,42,NCA-ECC,2-6-1,CONFIGURATION,RETAIN,Retention,الاحتفاظ,10,720,Records Manager,True
1823,152,42,NCA-ECC,2-6-1,CONFIGURATION,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1824,152,42,NCA-ECC,2-6-1,CONFIGURATION,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1825,153,42,NCA-ECC,2-6-1,INVENTORY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1826,153,42,NCA-ECC,2-6-1,INVENTORY,PLAN,Planning,التخطيط,2,7,Control Owner,False
1827,153,42,NCA-ECC,2-6-1,INVENTORY,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1828,153,42,NCA-ECC,2-6-1,INVENTORY,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1829,153,42,NCA-ECC,2-6-1,INVENTORY,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1830,153,42,NCA-ECC,2-6-1,INVENTORY,STORE,Storage,التخزين,6,1,GRC Platform,True
1831,153,42,NCA-ECC,2-6-1,INVENTORY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1832,153,42,NCA-ECC,2-6-1,INVENTORY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1833,153,42,NCA-ECC,2-6-1,INVENTORY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1834,153,42,NCA-ECC,2-6-1,INVENTORY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
1835,153,42,NCA-ECC,2-6-1,INVENTORY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1836,153,42,NCA-ECC,2-6-1,INVENTORY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1837,154,42,NCA-ECC,2-6-1,POLICY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1838,154,42,NCA-ECC,2-6-1,POLICY,PLAN,Planning,التخطيط,2,7,Control Owner,False
1839,154,42,NCA-ECC,2-6-1,POLICY,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1840,154,42,NCA-ECC,2-6-1,POLICY,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1841,154,42,NCA-ECC,2-6-1,POLICY,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1842,154,42,NCA-ECC,2-6-1,POLICY,STORE,Storage,التخزين,6,1,GRC Platform,True
1843,154,42,NCA-ECC,2-6-1,POLICY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1844,154,42,NCA-ECC,2-6-1,POLICY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1845,154,42,NCA-ECC,2-6-1,POLICY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1846,154,42,NCA-ECC,2-6-1,POLICY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
1847,154,42,NCA-ECC,2-6-1,POLICY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1848,154,42,NCA-ECC,2-6-1,POLICY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1849,155,43,NCA-ECC,2-6-2,POLICY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1850,155,43,NCA-ECC,2-6-2,POLICY,PLAN,Planning,التخطيط,2,7,Control Owner,False
1851,155,43,NCA-ECC,2-6-2,POLICY,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1852,155,43,NCA-ECC,2-6-2,POLICY,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1853,155,43,NCA-ECC,2-6-2,POLICY,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1854,155,43,NCA-ECC,2-6-2,POLICY,STORE,Storage,التخزين,6,1,GRC Platform,True
1855,155,43,NCA-ECC,2-6-2,POLICY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1856,155,43,NCA-ECC,2-6-2,POLICY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1857,155,43,NCA-ECC,2-6-2,POLICY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1858,155,43,NCA-ECC,2-6-2,POLICY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
1859,155,43,NCA-ECC,2-6-2,POLICY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1860,155,43,NCA-ECC,2-6-2,POLICY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1861,156,43,NCA-ECC,2-6-2,PROCEDURE,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1862,156,43,NCA-ECC,2-6-2,PROCEDURE,PLAN,Planning,التخطيط,2,7,Control Owner,False
1863,156,43,NCA-ECC,2-6-2,PROCEDURE,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1864,156,43,NCA-ECC,2-6-2,PROCEDURE,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1865,156,43,NCA-ECC,2-6-2,PROCEDURE,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1866,156,43,NCA-ECC,2-6-2,PROCEDURE,STORE,Storage,التخزين,6,1,GRC Platform,True
1867,156,43,NCA-ECC,2-6-2,PROCEDURE,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1868,156,43,NCA-ECC,2-6-2,PROCEDURE,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1869,156,43,NCA-ECC,2-6-2,PROCEDURE,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1870,156,43,NCA-ECC,2-6-2,PROCEDURE,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
1871,156,43,NCA-ECC,2-6-2,PROCEDURE,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1872,156,43,NCA-ECC,2-6-2,PROCEDURE,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1873,157,43,NCA-ECC,2-6-2,TRAINING_RECORD,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1874,157,43,NCA-ECC,2-6-2,TRAINING_RECORD,PLAN,Planning,التخطيط,2,7,Control Owner,False
1875,157,43,NCA-ECC,2-6-2,TRAINING_RECORD,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1876,157,43,NCA-ECC,2-6-2,TRAINING_RECORD,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1877,157,43,NCA-ECC,2-6-2,TRAINING_RECORD,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1878,157,43,NCA-ECC,2-6-2,TRAINING_RECORD,STORE,Storage,التخزين,6,1,GRC Platform,True
1879,157,43,NCA-ECC,2-6-2,TRAINING_RECORD,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1880,157,43,NCA-ECC,2-6-2,TRAINING_RECORD,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1881,157,43,NCA-ECC,2-6-2,TRAINING_RECORD,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1882,157,43,NCA-ECC,2-6-2,TRAINING_RECORD,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
1883,157,43,NCA-ECC,2-6-2,TRAINING_RECORD,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1884,157,43,NCA-ECC,2-6-2,TRAINING_RECORD,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1885,158,43,NCA-ECC,2-6-2,ATTESTATION,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1886,158,43,NCA-ECC,2-6-2,ATTESTATION,PLAN,Planning,التخطيط,2,7,Control Owner,False
1887,158,43,NCA-ECC,2-6-2,ATTESTATION,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1888,158,43,NCA-ECC,2-6-2,ATTESTATION,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1889,158,43,NCA-ECC,2-6-2,ATTESTATION,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1890,158,43,NCA-ECC,2-6-2,ATTESTATION,STORE,Storage,التخزين,6,1,GRC Platform,True
1891,158,43,NCA-ECC,2-6-2,ATTESTATION,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1892,158,43,NCA-ECC,2-6-2,ATTESTATION,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1893,158,43,NCA-ECC,2-6-2,ATTESTATION,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1894,158,43,NCA-ECC,2-6-2,ATTESTATION,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
1895,158,43,NCA-ECC,2-6-2,ATTESTATION,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1896,158,43,NCA-ECC,2-6-2,ATTESTATION,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1897,159,44,NCA-ECC,2-7-1,CLASSIFICATION_SCHEME,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1898,159,44,NCA-ECC,2-7-1,CLASSIFICATION_SCHEME,PLAN,Planning,التخطيط,2,7,Control Owner,False
1899,159,44,NCA-ECC,2-7-1,CLASSIFICATION_SCHEME,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1900,159,44,NCA-ECC,2-7-1,CLASSIFICATION_SCHEME,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1901,159,44,NCA-ECC,2-7-1,CLASSIFICATION_SCHEME,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1902,159,44,NCA-ECC,2-7-1,CLASSIFICATION_SCHEME,STORE,Storage,التخزين,6,1,GRC Platform,True
1903,159,44,NCA-ECC,2-7-1,CLASSIFICATION_SCHEME,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1904,159,44,NCA-ECC,2-7-1,CLASSIFICATION_SCHEME,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1905,159,44,NCA-ECC,2-7-1,CLASSIFICATION_SCHEME,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1906,159,44,NCA-ECC,2-7-1,CLASSIFICATION_SCHEME,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
1907,159,44,NCA-ECC,2-7-1,CLASSIFICATION_SCHEME,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1908,159,44,NCA-ECC,2-7-1,CLASSIFICATION_SCHEME,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1909,160,44,NCA-ECC,2-7-1,POLICY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1910,160,44,NCA-ECC,2-7-1,POLICY,PLAN,Planning,التخطيط,2,7,Control Owner,False
1911,160,44,NCA-ECC,2-7-1,POLICY,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1912,160,44,NCA-ECC,2-7-1,POLICY,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1913,160,44,NCA-ECC,2-7-1,POLICY,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1914,160,44,NCA-ECC,2-7-1,POLICY,STORE,Storage,التخزين,6,1,GRC Platform,True
1915,160,44,NCA-ECC,2-7-1,POLICY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1916,160,44,NCA-ECC,2-7-1,POLICY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1917,160,44,NCA-ECC,2-7-1,POLICY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1918,160,44,NCA-ECC,2-7-1,POLICY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
1919,160,44,NCA-ECC,2-7-1,POLICY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1920,160,44,NCA-ECC,2-7-1,POLICY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1921,161,44,NCA-ECC,2-7-1,INVENTORY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1922,161,44,NCA-ECC,2-7-1,INVENTORY,PLAN,Planning,التخطيط,2,7,Control Owner,False
1923,161,44,NCA-ECC,2-7-1,INVENTORY,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1924,161,44,NCA-ECC,2-7-1,INVENTORY,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1925,161,44,NCA-ECC,2-7-1,INVENTORY,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1926,161,44,NCA-ECC,2-7-1,INVENTORY,STORE,Storage,التخزين,6,1,GRC Platform,True
1927,161,44,NCA-ECC,2-7-1,INVENTORY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1928,161,44,NCA-ECC,2-7-1,INVENTORY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1929,161,44,NCA-ECC,2-7-1,INVENTORY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1930,161,44,NCA-ECC,2-7-1,INVENTORY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
1931,161,44,NCA-ECC,2-7-1,INVENTORY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1932,161,44,NCA-ECC,2-7-1,INVENTORY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1933,162,44,NCA-ECC,2-7-1,TRAINING_RECORD,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1934,162,44,NCA-ECC,2-7-1,TRAINING_RECORD,PLAN,Planning,التخطيط,2,7,Control Owner,False
1935,162,44,NCA-ECC,2-7-1,TRAINING_RECORD,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1936,162,44,NCA-ECC,2-7-1,TRAINING_RECORD,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1937,162,44,NCA-ECC,2-7-1,TRAINING_RECORD,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1938,162,44,NCA-ECC,2-7-1,TRAINING_RECORD,STORE,Storage,التخزين,6,1,GRC Platform,True
1939,162,44,NCA-ECC,2-7-1,TRAINING_RECORD,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1940,162,44,NCA-ECC,2-7-1,TRAINING_RECORD,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1941,162,44,NCA-ECC,2-7-1,TRAINING_RECORD,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1942,162,44,NCA-ECC,2-7-1,TRAINING_RECORD,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
1943,162,44,NCA-ECC,2-7-1,TRAINING_RECORD,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1944,162,44,NCA-ECC,2-7-1,TRAINING_RECORD,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1945,163,45,NCA-ECC,2-7-2,CONFIGURATION,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1946,163,45,NCA-ECC,2-7-2,CONFIGURATION,PLAN,Planning,التخطيط,2,7,Control Owner,False
1947,163,45,NCA-ECC,2-7-2,CONFIGURATION,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1948,163,45,NCA-ECC,2-7-2,CONFIGURATION,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1949,163,45,NCA-ECC,2-7-2,CONFIGURATION,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1950,163,45,NCA-ECC,2-7-2,CONFIGURATION,STORE,Storage,التخزين,6,1,GRC Platform,True
1951,163,45,NCA-ECC,2-7-2,CONFIGURATION,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1952,163,45,NCA-ECC,2-7-2,CONFIGURATION,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1953,163,45,NCA-ECC,2-7-2,CONFIGURATION,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1954,163,45,NCA-ECC,2-7-2,CONFIGURATION,RETAIN,Retention,الاحتفاظ,10,720,Records Manager,True
1955,163,45,NCA-ECC,2-7-2,CONFIGURATION,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1956,163,45,NCA-ECC,2-7-2,CONFIGURATION,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1957,164,45,NCA-ECC,2-7-2,LOG,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1958,164,45,NCA-ECC,2-7-2,LOG,PLAN,Planning,التخطيط,2,7,Control Owner,False
1959,164,45,NCA-ECC,2-7-2,LOG,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1960,164,45,NCA-ECC,2-7-2,LOG,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1961,164,45,NCA-ECC,2-7-2,LOG,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1962,164,45,NCA-ECC,2-7-2,LOG,STORE,Storage,التخزين,6,1,GRC Platform,True
1963,164,45,NCA-ECC,2-7-2,LOG,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1964,164,45,NCA-ECC,2-7-2,LOG,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1965,164,45,NCA-ECC,2-7-2,LOG,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1966,164,45,NCA-ECC,2-7-2,LOG,RETAIN,Retention,الاحتفاظ,10,360,Records Manager,True
1967,164,45,NCA-ECC,2-7-2,LOG,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1968,164,45,NCA-ECC,2-7-2,LOG,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1969,165,45,NCA-ECC,2-7-2,REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1970,165,45,NCA-ECC,2-7-2,REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
1971,165,45,NCA-ECC,2-7-2,REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1972,165,45,NCA-ECC,2-7-2,REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1973,165,45,NCA-ECC,2-7-2,REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1974,165,45,NCA-ECC,2-7-2,REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
1975,165,45,NCA-ECC,2-7-2,REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1976,165,45,NCA-ECC,2-7-2,REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1977,165,45,NCA-ECC,2-7-2,REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1978,165,45,NCA-ECC,2-7-2,REPORT,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
1979,165,45,NCA-ECC,2-7-2,REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1980,165,45,NCA-ECC,2-7-2,REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1981,166,45,NCA-ECC,2-7-2,INCIDENT_REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1982,166,45,NCA-ECC,2-7-2,INCIDENT_REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
1983,166,45,NCA-ECC,2-7-2,INCIDENT_REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1984,166,45,NCA-ECC,2-7-2,INCIDENT_REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1985,166,45,NCA-ECC,2-7-2,INCIDENT_REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1986,166,45,NCA-ECC,2-7-2,INCIDENT_REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
1987,166,45,NCA-ECC,2-7-2,INCIDENT_REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
1988,166,45,NCA-ECC,2-7-2,INCIDENT_REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
1989,166,45,NCA-ECC,2-7-2,INCIDENT_REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
1990,166,45,NCA-ECC,2-7-2,INCIDENT_REPORT,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
1991,166,45,NCA-ECC,2-7-2,INCIDENT_REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
1992,166,45,NCA-ECC,2-7-2,INCIDENT_REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
1993,167,46,NCA-ECC,2-7-3,DESTRUCTION_CERT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
1994,167,46,NCA-ECC,2-7-3,DESTRUCTION_CERT,PLAN,Planning,التخطيط,2,7,Control Owner,False
1995,167,46,NCA-ECC,2-7-3,DESTRUCTION_CERT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
1996,167,46,NCA-ECC,2-7-3,DESTRUCTION_CERT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
1997,167,46,NCA-ECC,2-7-3,DESTRUCTION_CERT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
1998,167,46,NCA-ECC,2-7-3,DESTRUCTION_CERT,STORE,Storage,التخزين,6,1,GRC Platform,True
1999,167,46,NCA-ECC,2-7-3,DESTRUCTION_CERT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2000,167,46,NCA-ECC,2-7-3,DESTRUCTION_CERT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2001,167,46,NCA-ECC,2-7-3,DESTRUCTION_CERT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2002,167,46,NCA-ECC,2-7-3,DESTRUCTION_CERT,RETAIN,Retention,الاحتفاظ,10,2520,Records Manager,True
2003,167,46,NCA-ECC,2-7-3,DESTRUCTION_CERT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2004,167,46,NCA-ECC,2-7-3,DESTRUCTION_CERT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2005,168,46,NCA-ECC,2-7-3,POLICY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2006,168,46,NCA-ECC,2-7-3,POLICY,PLAN,Planning,التخطيط,2,7,Control Owner,False
2007,168,46,NCA-ECC,2-7-3,POLICY,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2008,168,46,NCA-ECC,2-7-3,POLICY,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2009,168,46,NCA-ECC,2-7-3,POLICY,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2010,168,46,NCA-ECC,2-7-3,POLICY,STORE,Storage,التخزين,6,1,GRC Platform,True
2011,168,46,NCA-ECC,2-7-3,POLICY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2012,168,46,NCA-ECC,2-7-3,POLICY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2013,168,46,NCA-ECC,2-7-3,POLICY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2014,168,46,NCA-ECC,2-7-3,POLICY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2015,168,46,NCA-ECC,2-7-3,POLICY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2016,168,46,NCA-ECC,2-7-3,POLICY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2017,169,46,NCA-ECC,2-7-3,PROCEDURE,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
